Customer ID,Customer Age,Gender,Purchase Date,Product Category,Product Price,Quantity,Total Purchase Amount,Payment Method,Returns,Churn
CUST00067,38,Male,2025-02-15,Hiking Apparel,175.09,1,175.09,Credit Card,0,0
CUST00068,66,Female,2024-07-19,Ski Apparel,147.84,1,147.84,Debit Card,0,0
CUST00069,38,Female,2025-07-06,Ski Equipment,507.07,2,1014.14,PayPal,0,0
CUST00070,50,Female,2025-12-23,Ski Apparel,257.73,1,257.73,Credit Card,0,0
CUST00071,30,Male,2024-01-15,Ski Equipment,690.96,1,690.96,Credit Card,0,0
CUST00072,48,Female,2024-02-02,Base Layers,101.61,4,406.44,Credit Card,0,0
CUST00073,36,Male,2025-10-02,Hiking Footwear,138.43,3,415.29,Credit Card,1,1
CUST00074,31,Female,2025-09-05,Ski Apparel,388.27,1,388.27,Credit Card,1,0
CUST00075,21,Male,2024-05-23,Accessories,76.44,1,76.44,Credit Card,0,0
CUST00076,29,Female,2025-06-25,Ski Equipment,541.93,1,541.93,Credit Card,0,0
CUST00077,34,Non-binary,2024-06-25,Hiking Footwear,232.55,1,232.55,PayPal,1,1
CUST00078,36,Male,2024-08-19,Hiking Footwear,170.1,1,170.1,Credit Card,0,0
CUST00079,40,Male,2024-02-10,Ski Equipment,743.44,1,743.44,Debit Card,0,0
CUST00080,34,Female,2024-09-21,Accessories,15.0,1,15.0,Debit Card,0,0
CUST00081,25,Male,2025-06-15,Hiking Apparel,89.0,1,89.0,Credit Card,1,0
CUST00082,43,Male,2023-02-12,Ski Equipment,218.5,4,874.0,Invoice,0,0
CUST00083,57,Female,2025-06-11,Tents & Sleeping,556.36,1,556.36,PayPal,0,1
CUST00084,43,Male,2024-11-06,Ski Apparel,287.85,2,575.7,Debit Card,0,0
CUST00085,21,Male,2025-04-07,Hiking Footwear,130.48,1,130.48,TWINT,0,1
CUST00086,49,Female,2025-10-17,Climbing Gear,55.48,1,55.48,PayPal,0,0
CUST00087,16,Male,2024-05-05,Base Layers,44.57,4,178.28,PayPal,0,1
CUST00088,29,Male,2023-08-29,Ski Equipment,781.05,1,781.05,PayPal,0,0
CUST00089,33,Male,2023-10-24,Climbing Gear,251.94,1,251.94,Debit Card,0,0
CUST00090,56,Female,2025-04-29,Accessories,29.34,2,58.68,Credit Card,0,0
CUST00091,57,Female,2025-07-03,Backpacks,247.98,2,495.96,Debit Card,0,0
CUST00092,38,Female,2024-05-04,Hiking Apparel,97.92,1,97.92,Debit Card,0,0
CUST00093,57,Female,2023-11-08,Accessories,37.03,2,74.06,Debit Card,1,0
CUST00094,43,Female,2025-12-13,Accessories,71.19,1,71.19,TWINT,1,1
CUST00095,59,Male,2025-03-25,Accessories,28.55,1,28.55,PayPal,0,0
CUST00096,16,Female,2025-09-26,Hiking Apparel,97.0,2,194.0,TWINT,1,1
CUST00097,19,Non-binary,2023-07-25,Base Layers,82.08,1,82.08,Debit Card,0,0
CUST00098,18,Male,2023-10-26,Accessories,30.54,1,30.54,Credit Card,0,0
CUST00099,41,Female,2023-10-21,Hiking Apparel,162.96,1,162.96,Credit Card,0,0
CUST00100,44,Female,2023-11-20,Accessories,42.57,1,42.57,Credit Card,0,0
CUST00101,28,Female,2025-09-16,Hiking Apparel,94.38,4,377.52,Credit Card,0,0
CUST00102,67,Male,2025-03-21,Base Layers,32.63,2,65.26,Credit Card,0,0
CUST00103,37,Female,2024-04-16,Climbing Gear,454.95,1,454.95,PayPal,0,0
CUST00104,34,Female,2023-10-08,Base Layers,116.51,2,233.02,PayPal,0,0
CUST00105,33,Female,2025-04-30,Base Layers,40.82,1,40.82,Credit Card,1,0
CUST00106,50,Non-binary,2024-06-10,Backpacks,324.05,2,648.1,TWINT,0,0
CUST00107,31,Female,2024-04-07,Climbing Gear,65.39,2,130.78,TWINT,0,0
CUST00108,61,Non-binary,2023-01-29,Accessories,35.6,2,71.2,Credit Card,0,0
CUST00109,37,Male,2025-08-23,Tents & Sleeping,273.17,2,546.34,Credit Card,0,0
CUST00110,28,Female,2024-09-10,Ski Equipment,197.41,2,394.82,PayPal,0,1
CUST00111,75,Male,2025-01-29,Ski Equipment,553.16,1,553.16,PayPal,0,0
CUST00112,47,Male,2023-07-22,Base Layers,48.54,1,48.54,TWINT,0,0
CUST00113,34,Male,2025-01-22,Hiking Apparel,82.5,1,82.5,Debit Card,0,0
CUST00114,56,Male,2025-07-20,Trail Running Shoes,117.1,2,234.2,Credit Card,0,0
CUST00115,41,Male,2024-02-29,Bike & MTB,638.1,1,638.1,Debit Card,0,0
CUST00116,37,Female,2023-10-24,Accessories,51.72,1,51.72,Invoice,0,0
CUST00117,56,Male,2023-02-02,Hiking Apparel,181.92,1,181.92,Credit Card,1,0
CUST00118,53,Female,2025-11-17,Base Layers,87.15,2,174.3,Debit Card,0,0
CUST00119,23,Female,2023-03-05,Base Layers,66.2,1,66.2,Credit Card,0,0
CUST00120,25,Female,2023-06-15,Climbing Gear,457.56,1,457.56,Credit Card,0,0
CUST00121,26,Female,2025-11-01,Hiking Apparel,147.53,1,147.53,PayPal,1,0
CUST00122,26,Female,2024-03-16,Tents & Sleeping,479.86,2,959.72,Debit Card,0,0
CUST00123,43,Female,2023-11-09,Ski Apparel,166.26,1,166.26,PayPal,0,1
CUST00124,27,Male,2023-09-24,Hiking Apparel,174.03,1,174.03,Debit Card,0,0
CUST00125,35,Male,2023-04-16,Base Layers,120.03,2,240.06,Invoice,0,0
CUST00126,43,Female,2023-08-10,Ski Equipment,642.55,1,642.55,Debit Card,0,1
CUST00127,36,Male,2023-02-23,Backpacks,280.23,1,280.23,PayPal,0,0
CUST00128,46,Male,2024-12-19,Ski Equipment,721.81,3,2165.43,Credit Card,0,0
CUST00129,32,Female,2025-05-09,Hiking Footwear,229.22,1,229.22,Debit Card,1,0
CUST00130,41,Male,2023-11-15,Navigation & Safety,186.94,3,560.82,Credit Card,0,0
CUST00131,35,Female,2023-08-22,Hiking Apparel,89.17,2,178.34,Credit Card,0,0
CUST00132,55,Female,2023-04-23,Backpacks,142.53,1,142.53,Credit Card,0,0
CUST00133,43,Male,2025-02-17,Hiking Footwear,229.4,1,229.4,Debit Card,0,0
CUST00134,44,Female,2025-06-12,Ski Apparel,195.0,2,390.0,Credit Card,0,0
CUST00135,24,Female,2024-10-27,Hiking Apparel,60.73,1,60.73,Credit Card,0,0
CUST00136,30,Female,2025-06-11,Hiking Apparel,118.61,1,118.61,Debit Card,0,0
CUST00137,33,Male,2025-11-10,Trail Running Shoes,171.47,1,171.47,Credit Card,0,0
CUST00138,48,Non-binary,2024-06-08,Tents & Sleeping,156.8,1,156.8,Credit Card,0,0
CUST00139,33,Female,2025-07-08,Climbing Gear,384.59,2,769.18,PayPal,0,0
CUST00140,31,Non-binary,2025-06-19,Ski Apparel,390.13,1,390.13,Credit Card,0,0
CUST00141,37,Female,2024-08-10,Ski Apparel,213.65,1,213.65,Credit Card,0,0
CUST00142,42,Female,2023-03-26,Climbing Gear,247.47,1,247.47,Debit Card,0,0
CUST00143,32,Male,2024-12-04,Hiking Footwear,100.7,3,302.1,Invoice,1,0
CUST00144,50,Male,2023-11-22,Base Layers,148.92,1,148.92,Debit Card,0,0
CUST00145,40,Male,2025-03-02,Tents & Sleeping,254.02,1,254.02,Credit Card,0,0
CUST00146,20,Female,2023-10-17,Accessories,33.34,1,33.34,TWINT,0,0
CUST00147,34,Female,2024-11-03,Hiking Footwear,191.78,1,191.78,TWINT,0,0
CUST00148,32,Female,2025-05-17,Base Layers,93.17,1,93.17,Debit Card,1,1
CUST00149,48,Female,2024-08-28,Trail Running Shoes,240.0,1,240.0,TWINT,1,0
CUST00150,34,Female,2023-09-26,Accessories,12.64,1,12.64,Debit Card,0,1
CUST00151,32,Female,2024-05-01,Base Layers,35.24,1,35.24,Invoice,0,0
CUST00152,22,Female,2025-08-18,Ski Equipment,329.38,4,1317.52,TWINT,0,0
CUST00153,26,Female,2023-11-28,Accessories,45.2,1,45.2,TWINT,0,1
CUST00154,32,Male,2023-07-30,Tents & Sleeping,534.54,1,534.54,PayPal,0,1
CUST00155,44,Male,2024-03-30,Climbing Gear,420.59,1,420.59,TWINT,0,0
CUST00156,41,Male,2023-06-17,Hiking Apparel,107.31,1,107.31,Debit Card,1,0
CUST00157,47,Female,2023-10-12,Trail Running Shoes,140.16,2,280.32,PayPal,0,0
CUST00158,23,Female,2025-12-16,Hiking Footwear,123.13,1,123.13,Debit Card,0,1
CUST00159,44,Female,2025-10-20,Tents & Sleeping,112.66,2,225.32,Debit Card,1,0
CUST00160,44,Male,2024-05-07,Trail Running Shoes,160.09,1,160.09,Debit Card,0,0
CUST00161,26,Non-binary,2023-02-11,Backpacks,285.92,1,285.92,Debit Card,0,0
CUST00162,36,Non-binary,2024-12-07,Ski Equipment,162.18,2,324.36,Credit Card,0,1
CUST00163,20,Male,2025-08-09,Ski Apparel,175.11,1,175.11,Invoice,0,1
CUST00164,28,Male,2024-02-17,Base Layers,143.23,1,143.23,Credit Card,0,1
CUST00165,51,Non-binary,2024-01-27,Backpacks,125.99,2,251.98,Credit Card,0,1
CUST00166,32,Female,2025-03-30,Ski Equipment,749.51,1,749.51,PayPal,0,0
CUST00167,51,Female,2025-05-19,Navigation & Safety,165.4,2,330.8,Credit Card,0,0
CUST00168,35,Female,2024-09-19,Ski Apparel,87.22,2,174.44,Debit Card,0,1
CUST00169,25,Female,2023-04-28,Accessories,53.04,1,53.04,Credit Card,0,0
CUST00170,42,Female,2025-06-16,Base Layers,144.33,1,144.33,Credit Card,1,0
CUST00171,30,Female,2025-01-31,Backpacks,253.72,3,761.16,Debit Card,1,1
CUST00172,46,Male,2023-02-23,Ski Apparel,154.75,4,619.0,PayPal,0,0
CUST00173,29,Male,2025-10-02,Hiking Apparel,219.35,1,219.35,Credit Card,0,1
CUST00174,34,Male,2024-10-16,Base Layers,149.67,2,299.34,PayPal,0,0
CUST00175,35,Male,2025-01-10,Base Layers,114.03,1,114.03,Debit Card,1,1
CUST00176,47,Male,2025-01-25,Accessories,11.84,1,11.84,Debit Card,0,1
CUST00177,41,Male,2025-04-18,Base Layers,87.44,1,87.44,TWINT,1,0
CUST00178,35,Female,2024-01-08,Hiking Apparel,162.42,1,162.42,PayPal,0,0
CUST00179,53,Female,2024-04-06,Ski Apparel,115.07,3,345.21,Credit Card,0,0
CUST00180,21,Female,2023-09-14,Ski Equipment,626.29,1,626.29,PayPal,0,1
CUST00181,27,Female,2024-11-22,Trail Running Shoes,187.43,3,562.29,TWINT,0,0
CUST00182,25,Male,2024-03-07,Hiking Footwear,208.29,1,208.29,PayPal,0,0
CUST00183,21,Male,2025-04-11,Bike & MTB,407.04,2,814.08,Credit Card,1,1
CUST00184,38,Male,2024-10-02,Climbing Gear,125.89,1,125.89,TWINT,0,0
CUST00185,31,Female,2023-09-08,Backpacks,81.86,1,81.86,Credit Card,0,1
CUST00186,47,Male,2023-11-24,Hiking Apparel,150.77,1,150.77,TWINT,0,0
CUST00187,40,Non-binary,2023-07-04,Climbing Gear,443.17,1,443.17,TWINT,0,0
CUST00188,44,Male,2025-08-21,Ski Apparel,77.18,1,77.18,Credit Card,1,1
CUST00189,44,Male,2024-02-03,Hiking Apparel,48.14,1,48.14,Debit Card,0,0
CUST00190,45,Male,2023-09-01,Backpacks,297.59,1,297.59,Credit Card,0,0
CUST00191,53,Male,2023-03-24,Trail Running Shoes,184.34,1,184.34,Credit Card,1,0
CUST00192,36,Female,2024-11-02,Hiking Apparel,149.13,1,149.13,TWINT,0,0
CUST00193,20,Female,2024-09-05,Climbing Gear,269.57,1,269.57,Debit Card,1,0
CUST00194,22,Male,2023-02-24,Hiking Apparel,95.38,3,286.14,Debit Card,0,0
CUST00195,53,Male,2025-02-17,Hiking Footwear,176.09,1,176.09,Credit Card,0,1
CUST00196,35,Non-binary,2023-11-07,Trail Running Shoes,102.65,1,102.65,Debit Card,0,0
CUST00197,27,Female,2024-10-27,Base Layers,114.69,1,114.69,Invoice,0,0
CUST00198,29,Non-binary,2024-06-25,Climbing Gear,280.57,1,280.57,PayPal,0,0
CUST00199,29,Non-binary,2025-09-28,Ski Apparel,158.26,1,158.26,Credit Card,0,0
CUST00200,34,Female,2025-02-16,Ski Equipment,241.41,2,482.82,TWINT,0,0
CUST00201,38,Male,2024-06-09,Bike & MTB,100.06,3,300.18,PayPal,0,0
CUST00202,31,Male,2024-05-05,Backpacks,131.49,1,131.49,Credit Card,0,0
CUST00203,35,Male,2023-01-11,Base Layers,42.07,2,84.14,Invoice,0,1
CUST00204,34,Female,2024-08-11,Accessories,43.3,2,86.6,Credit Card,0,0
CUST00205,51,Female,2023-12-25,Base Layers,142.4,3,427.2,Debit Card,0,0
CUST00206,46,Male,2024-08-15,Accessories,65.16,1,65.16,TWINT,1,0
CUST00207,64,Male,2023-10-02,Bike & MTB,452.91,1,452.91,TWINT,0,0
CUST00208,59,Male,2024-01-17,Trail Running Shoes,164.25,1,164.25,Credit Card,0,0
CUST00209,34,Female,2024-11-02,Tents & Sleeping,290.85,1,290.85,Credit Card,0,0
CUST00210,31,Male,2024-04-27,Ski Apparel,144.34,1,144.34,Debit Card,0,0
CUST00211,24,Male,2025-08-11,Hiking Apparel,82.53,2,165.06,Credit Card,0,0
CUST00212,30,Female,2024-08-27,Base Layers,67.32,1,67.32,Debit Card,0,0
CUST00213,24,Non-binary,2024-03-23,Hiking Apparel,166.35,3,499.05,PayPal,0,0
CUST00214,39,Female,2023-08-18,Backpacks,208.45,1,208.45,Credit Card,0,0
CUST00215,31,Male,2025-09-28,Backpacks,84.87,1,84.87,Credit Card,0,0
CUST00216,34,Male,2025-08-04,Climbing Gear,244.7,1,244.7,PayPal,0,1
CUST00217,37,Male,2023-05-04,Hiking Footwear,164.74,2,329.48,TWINT,1,0
CUST00218,38,Male,2025-05-10,Hiking Apparel,178.41,2,356.82,Debit Card,0,0
CUST00219,48,Male,2024-12-13,Bike & MTB,704.66,1,704.66,Credit Card,0,0
CUST00220,32,Male,2024-09-03,Bike & MTB,674.46,2,1348.92,Debit Card,0,0
CUST00221,31,Female,2023-08-20,Trail Running Shoes,126.39,3,379.17,Credit Card,0,0
CUST00222,43,Female,2023-03-10,Accessories,26.85,1,26.85,Debit Card,0,0
CUST00223,38,Male,2023-10-14,Backpacks,276.32,2,552.64,Debit Card,0,0
CUST00224,41,Female,2024-10-18,Ski Apparel,263.29,2,526.58,Credit Card,0,0
CUST00225,25,Male,2023-12-25,Backpacks,227.5,2,455.0,PayPal,0,0
CUST00226,36,Non-binary,2024-10-14,Navigation & Safety,207.98,2,415.96,PayPal,0,0
CUST00227,44,Male,2025-08-06,Ski Equipment,793.16,1,793.16,TWINT,0,0
CUST00228,51,Female,2023-06-11,Trail Running Shoes,134.0,1,134.0,TWINT,0,1
CUST00229,36,Male,2024-01-21,Base Layers,102.35,3,307.05,TWINT,0,0
CUST00230,30,Male,2023-02-01,Ski Equipment,830.27,1,830.27,Credit Card,0,0
CUST00231,37,Female,2024-05-05,Base Layers,114.45,1,114.45,Debit Card,0,0
CUST00232,17,Female,2025-10-15,Hiking Apparel,87.08,1,87.08,Debit Card,0,0
CUST00233,38,Male,2023-10-26,Ski Apparel,75.54,2,151.08,Credit Card,0,0
CUST00234,27,Female,2024-05-18,Ski Apparel,126.71,1,126.71,Debit Card,0,0
CUST00235,36,Non-binary,2024-12-22,Tents & Sleeping,335.11,1,335.11,Credit Card,0,0
CUST00236,60,Female,2023-03-11,Backpacks,242.54,1,242.54,TWINT,1,0
CUST00237,39,Male,2024-03-23,Tents & Sleeping,115.34,1,115.34,Debit Card,0,0
CUST00238,38,Female,2023-01-14,Tents & Sleeping,331.27,1,331.27,Debit Card,0,1
CUST00239,35,Male,2024-01-03,Climbing Gear,357.99,1,357.99,Credit Card,0,0
CUST00240,23,Male,2025-03-23,Backpacks,294.56,1,294.56,Credit Card,0,0
CUST00241,38,Male,2023-03-06,Accessories,15.64,4,62.56,Credit Card,0,0
CUST00242,56,Male,2025-06-07,Hiking Footwear,114.28,1,114.28,PayPal,0,0
CUST00243,63,Female,2025-08-31,Ski Equipment,825.95,2,1651.9,Credit Card,0,0
CUST00244,33,Male,2024-10-06,Backpacks,247.43,1,247.43,Credit Card,0,1
CUST00245,47,Female,2025-03-07,Ski Apparel,251.75,1,251.75,PayPal,0,0
CUST00246,17,Female,2024-12-09,Accessories,58.25,1,58.25,Credit Card,0,0
CUST00247,26,Non-binary,2024-07-13,Hiking Apparel,179.24,1,179.24,PayPal,0,0
CUST00248,55,Female,2025-02-17,Hiking Apparel,73.43,1,73.43,Credit Card,0,0
CUST00249,36,Male,2024-10-10,Base Layers,106.07,2,212.14,Debit Card,1,0
CUST00250,33,Male,2025-06-01,Base Layers,42.27,1,42.27,Debit Card,0,0
CUST00251,49,Male,2024-08-20,Backpacks,147.33,1,147.33,Debit Card,0,0
CUST00252,39,Female,2025-02-18,Bike & MTB,224.48,1,224.48,Credit Card,0,0
CUST00253,42,Male,2024-05-20,Ski Apparel,326.11,1,326.11,PayPal,0,0
CUST00254,43,Male,2025-02-17,Trail Running Shoes,100.95,1,100.95,TWINT,0,0
CUST00255,47,Non-binary,2024-02-16,Trail Running Shoes,144.89,3,434.67,Debit Card,0,0
CUST00256,16,Male,2024-05-11,Base Layers,105.95,4,423.8,Credit Card,0,0
CUST00257,19,Male,2023-02-25,Bike & MTB,176.74,2,353.48,Invoice,0,0
CUST00258,58,Male,2025-04-17,Ski Apparel,295.56,2,591.12,PayPal,0,0
CUST00259,37,Male,2025-03-31,Hiking Apparel,120.83,1,120.83,Debit Card,0,0
CUST00260,44,Male,2023-06-24,Hiking Footwear,273.69,2,547.38,Credit Card,0,0
CUST00261,46,Female,2024-11-10,Tents & Sleeping,416.31,4,1665.24,Invoice,0,1
CUST00262,52,Male,2024-03-28,Climbing Gear,273.83,1,273.83,Debit Card,0,0
CUST00263,25,Male,2023-06-25,Hiking Footwear,100.91,1,100.91,Credit Card,0,1
CUST00264,30,Male,2025-09-02,Hiking Apparel,77.24,1,77.24,Credit Card,0,0
CUST00265,41,Female,2023-12-03,Hiking Footwear,148.62,1,148.62,TWINT,0,0
CUST00266,39,Female,2025-04-09,Ski Apparel,204.97,1,204.97,PayPal,0,0
CUST00267,22,Female,2024-03-15,Hiking Apparel,117.32,1,117.32,Credit Card,0,0
CUST00268,49,Male,2024-10-29,Hiking Footwear,254.4,1,254.4,Credit Card,1,0
CUST00269,16,Male,2024-12-21,Hiking Apparel,110.66,1,110.66,TWINT,0,0
CUST00270,40,Female,2023-10-02,Ski Apparel,268.92,1,268.92,Credit Card,0,1
CUST00271,33,Male,2025-09-23,Backpacks,222.44,1,222.44,PayPal,0,0
CUST00272,42,Non-binary,2024-10-06,Backpacks,196.89,1,196.89,TWINT,0,0
CUST00273,51,Male,2025-04-17,Hiking Apparel,141.08,2,282.16,PayPal,0,0
CUST00274,33,Female,2024-08-21,Hiking Footwear,86.17,2,172.34,Credit Card,0,0
CUST00275,40,Female,2024-07-02,Climbing Gear,270.08,1,270.08,PayPal,0,0
CUST00276,22,Female,2025-05-20,Hiking Footwear,223.8,1,223.8,Credit Card,0,0
CUST00277,24,Male,2023-08-29,Ski Apparel,337.69,1,337.69,PayPal,0,0
CUST00278,75,Female,2023-12-06,Ski Apparel,301.66,1,301.66,PayPal,0,0
CUST00279,43,Female,2024-08-22,Backpacks,100.51,4,402.04,Credit Card,0,0
CUST00280,23,Non-binary,2025-04-22,Base Layers,41.43,4,165.72,TWINT,0,0
CUST00281,54,Male,2025-03-15,Base Layers,129.42,2,258.84,Debit Card,0,0
CUST00282,55,Male,2023-07-10,Hiking Apparel,154.05,3,462.15,Debit Card,0,0
CUST00283,47,Female,2023-07-10,Backpacks,310.67,2,621.34,PayPal,0,0
CUST00284,28,Male,2025-05-29,Hiking Footwear,186.88,1,186.88,TWINT,0,0
CUST00285,34,Male,2023-04-10,Accessories,65.18,3,195.54,Credit Card,0,0
CUST00286,52,Male,2025-05-26,Navigation & Safety,64.24,1,64.24,Credit Card,0,1
CUST00287,33,Female,2025-01-31,Ski Equipment,640.94,1,640.94,PayPal,0,1
CUST00288,32,Female,2023-07-06,Base Layers,120.63,1,120.63,PayPal,1,0
CUST00289,43,Female,2025-05-14,Hiking Footwear,219.12,2,438.24,PayPal,0,0
CUST00290,44,Male,2024-09-04,Accessories,17.22,1,17.22,Credit Card,0,0
CUST00291,63,Male,2025-06-20,Backpacks,52.54,2,105.08,Debit Card,0,0
CUST00292,66,Female,2023-07-25,Tents & Sleeping,310.04,1,310.04,Credit Card,0,0
CUST00293,30,Female,2024-08-06,Ski Equipment,633.47,1,633.47,PayPal,0,0
CUST00294,48,Female,2025-03-13,Ski Apparel,236.03,1,236.03,Credit Card,1,0
CUST00295,51,Male,2023-01-25,Climbing Gear,309.15,1,309.15,Invoice,0,0
CUST00296,34,Female,2025-08-22,Backpacks,159.62,2,319.24,Invoice,0,1
CUST00297,46,Male,2025-10-23,Hiking Footwear,237.86,1,237.86,PayPal,0,0
CUST00298,41,Female,2023-06-11,Backpacks,95.8,1,95.8,Debit Card,0,0
CUST00299,26,Female,2025-06-14,Accessories,57.67,1,57.67,PayPal,0,1
CUST00300,35,Male,2024-09-25,Hiking Apparel,121.61,1,121.61,PayPal,0,1
CUST00301,44,Male,2024-06-14,Climbing Gear,192.95,1,192.95,Credit Card,0,0
CUST00302,38,Male,2025-05-29,Accessories,64.0,1,64.0,Credit Card,1,0
CUST00303,33,Male,2025-01-23,Hiking Apparel,129.93,1,129.93,Credit Card,0,0
CUST00304,35,Female,2023-01-26,Trail Running Shoes,203.71,1,203.71,Credit Card,0,0
